iter	MAE
1515	0.1386755964
1516	0.138630519
1517	0.1386095852
1518	0.1385646403
1519	0.1385483651
1520	0.1385262343
1521	0.1385209742
1522	0.1385025093
1523	0.1384799143
1524	0.1384676053
1525	0.1384275799
1526	0.1384189158
1527	0.1383975321
1528	0.1383791013
1529	0.1383598548
1530	0.1383336247
1531	0.138320271
1532	0.1383121628
1533	0.1382972122
1534	0.1382864712
1535	0.1382691995
1536	0.1382562003
1537	0.1382244204
1538	0.1382150193
1539	0.138206715
1540	0.1381971854
1541	0.1381753955
1542	0.1381624669
1543	0.1381469459
1544	0.1381343976
1545	0.1381110424
1546	0.1381002706
1547	0.1380903758
1548	0.1380797091
1549	0.1380627553
1550	0.1380486463
1551	0.1380358001
1552	0.1380179389
1553	0.1380127449
1554	0.1380098783
1555	0.1380032746
1556	0.1379949752
1557	0.1379809305
1558	0.1379728635
1559	0.1379625498
1560	0.1379441911
1561	0.1379317917
1562	0.1379197707
1563	0.1378851531
1564	0.1378806594
1565	0.137868261
1566	0.1378357737
1567	0.1378255857
1568	0.1378056906
1569	0.1377774243
1570	0.1377712606
1571	0.1377582121
1572	0.1377386917
1573	0.1377325832
1574	0.1377208103
1575	0.1376927568
1576	0.1376817331
1577	0.1376489578
1578	0.1376376508
1579	0.1376240488
1580	0.1375821608
1581	0.1375792258
1582	0.1375656308
1583	0.1375535854
1584	0.1375307569
1585	0.1375160057
1586	0.137498979
1587	0.1374938229
1588	0.1374618113
1589	0.1374503932
1590	0.1374426641
1591	0.1374085719
1592	0.1373917087
1593	0.1373763891
1594	0.1373649842
1595	0.137361078
1596	0.1373528703
1597	0.1373403536
1598	0.1373259732
1599	0.1372952069
1600	0.1372896723
1601	0.1372805888
1602	0.137258623
1603	0.1372506057
1604	0.1372390494
1605	0.1372252726
1606	0.1372078436
1607	0.1371872348
1608	0.1371683152
1609	0.137153899
1610	0.1371466536
1611	0.1371346323
1612	0.1371258183
1613	0.1371186473
1614	0.1371051664
1615	0.1370926245
1616	0.1370562557
1617	0.1370453389
1618	0.1370310121
1619	0.1370170307
1620	0.136987005
1621	0.136971926
1622	0.1369521414
1623	0.1369340181
1624	0.1369172992
1625	0.1369056457
1626	0.1368947324
1627	0.1368887109
1628	0.1368763764
1629	0.1368625252
1630	0.1368453139
1631	0.1368383055
1632	0.1368284601
1633	0.1368194055
1634	0.1368102757
1635	0.1367820676
1636	0.1367627851
1637	0.13674621
1638	0.1367383795
1639	0.1367272887
1640	0.1367165005
1641	0.1367103861
1642	0.1366975365
1643	0.1366823445
1644	0.1366683028
1645	0.1366608473
1646	0.1366407175
1647	0.13662382
1648	0.136611758
1649	0.1365836202
1650	0.136564561
1651	0.1365499182
1652	0.1365340279
1653	0.1365116663
1654	0.1364866774
1655	0.1364725522
1656	0.1364357357
1657	0.1364193493
1658	0.1364094465
1659	0.1363858927
1660	0.1363689254
1661	0.1363625314
1662	0.1363539664
1663	0.1363484062
1664	0.1363270192
1665	0.1363031141
1666	0.1362875656
1667	0.1362703549
1668	0.1362437085
1669	0.1362106833
1670	0.1361984872
1671	0.1361848102
1672	0.1361286028
1673	0.1361148668
1674	0.1360938702
1675	0.1360831057
1676	0.1360670387
1677	0.1360518654
1678	0.1360391374
1679	0.1360252988
1680	0.1360128256
1681	0.1359877764
1682	0.1359733344
1683	0.135943155
1684	0.1359166737
1685	0.1358974473
1686	0.1358833089
1687	0.1358592807
1688	0.1358496136
1689	0.1358147035
1690	0.1357988842
1691	0.1357897968
1692	0.135777254
1693	0.1357513893
1694	0.1357424806
1695	0.1357353652
1696	0.1357192843
1697	0.1356889933
1698	0.1356808557
1699	0.1356710902
1700	0.1356517958
1701	0.1356476844
1702	0.1356395046
1703	0.1356352076
1704	0.1356193568
1705	0.1356037589
1706	0.1355850263
1707	0.1355681367
1708	0.1355423906
1709	0.1355342748
1710	0.1355170509
1711	0.1355130937
1712	0.1354961039
1713	0.1354851873
1714	0.135476821
1715	0.1354583466
1716	0.1354522244
1717	0.1354301547
1718	0.1354160568
1719	0.1353943744
1720	0.1353856176
1721	0.1353673017
1722	0.1353390169
1723	0.1353302471
1724	0.1353227023
1725	0.1353142901
1726	0.1353011153
1727	0.1352888987
1728	0.1352797751
1729	0.1352706993
1730	0.1352655251
1731	0.1352476791
1732	0.1352373527
1733	0.1352002628
1734	0.1351836549
1735	0.1351635118
1736	0.1351582661
1737	0.135123451
1738	0.1350962291
1739	0.1350892542
1740	0.1350770045
1741	0.1350595799
1742	0.1350463035
1743	0.1350198506
1744	0.1350039754
1745	0.134998013
1746	0.1349740701
1747	0.1349618947
1748	0.134950688
1749	0.1349215587
1750	0.1349122139
1751	0.1348892431
1752	0.1348661948
1753	0.1348618269
1754	0.1348493387
1755	0.1347984861
1756	0.1347811228
1757	0.134761627
1758	0.1347446937
1759	0.134738881
1760	0.1347122478
1761	0.134683685
1762	0.1346693742
1763	0.1346562273
1764	0.134632358
1765	0.1346203434
1766	0.1345928857
1767	0.1345860158
1768	0.1345733754
1769	0.1345322489
1770	0.1345203264
1771	0.1345100562
1772	0.1345029035
1773	0.134486729
1774	0.1344727268
1775	0.1344658418
1776	0.134458945
1777	0.134450815
1778	0.1344437359
1779	0.134424881
1780	0.1344061837
1781	0.1343987262
1782	0.1343798292
1783	0.1343526487
1784	0.134341153
1785	0.1343186724
1786	0.1343110797
1787	0.1343046026
1788	0.1342758854
1789	0.1342703745
1790	0.1342661984
1791	0.1342480533
1792	0.1342367734
1793	0.1342257711
1794	0.134199276
1795	0.1341791795
1796	0.1341660586
1797	0.1341570257
1798	0.1341279884
1799	0.1341142241
1800	0.1340988945
1801	0.1340618815
1802	0.134051703
1803	0.1340487942
1804	0.1340385572
1805	0.1340282306
1806	0.1340137118
1807	0.1339855597
1808	0.1339786216
1809	0.1339652106
1810	0.133945834
1811	0.133930584
1812	0.1339216552
1813	0.1339111217
1814	0.1338912579
1815	0.1338858082
1816	0.1338751012
1817	0.133863693
1818	0.1338543262
1819	0.1338419325
1820	0.1338318554
1821	0.1338179517
1822	0.1338123129
1823	0.1338055129
1824	0.133797162
1825	0.1337819165
1826	0.1337717708
1827	0.1337418529
1828	0.1337249429
1829	0.1337170076
1830	0.133710234
1831	0.1337015007
1832	0.133695838
1833	0.1336844223
1834	0.1336794854
1835	0.1336580034
1836	0.1336341155
1837	0.1336180279
1838	0.1335954604
1839	0.1335802437
1840	0.1335607851
1841	0.133552952
1842	0.1335390207
1843	0.1335186686
1844	0.1335026368
1845	0.1334937961
1846	0.1334822655
1847	0.1334774386
1848	0.1334637899
1849	0.1334473019
1850	0.1334251963
1851	0.133420739
1852	0.1334006861
1853	0.1333792589
1854	0.1333718735
1855	0.1333610389
1856	0.1333495045
1857	0.1333444311
1858	0.1333381525
1859	0.1333125279
1860	0.1332978825
1861	0.1332736235
1862	0.1332618
1863	0.1332453852
1864	0.1332247948
1865	0.1331968277
1866	0.13319198
1867	0.1331778539
1868	0.1331563072
1869	0.1331390082
1870	0.1331299386
1871	0.1331203823
1872	0.133106852
1873	0.1330929534
1874	0.1330847234
1875	0.1330767692
1876	0.1330651064
1877	0.1330485782
1878	0.1330351454
1879	0.1330294903
1880	0.1330230767
1881	0.1330050829
1882	0.1329931387
1883	0.1329822274
1884	0.1329779495
1885	0.1329747809
1886	0.1329672441
1887	0.1329628142
1888	0.1329567056
1889	0.1329473758
1890	0.1329330601
1891	0.1329214287
1892	0.1329116364
1893	0.1328943041
1894	0.1328873578
1895	0.1328805401
1896	0.1328724011
1897	0.1328647538
1898	0.1328394878
1899	0.1328299132
1900	0.1328205744
1901	0.1328122186
1902	0.13280443
1903	0.1328016957
1904	0.1327899639
1905	0.1327861646
1906	0.1327799649
1907	0.1327491972
1908	0.1327456173
1909	0.1327394099
1910	0.1327319831
1911	0.1327222241
1912	0.1327117327
1913	0.132703866
1914	0.1327000825
1915	0.132682245
1916	0.132673684
1917	0.1326565139
1918	0.1326509899
1919	0.1326426843
1920	0.1326138804
1921	0.1326108394
1922	0.132600954
1923	0.1325932026
1924	0.1325731749
1925	0.1325652101
1926	0.1325469543
1927	0.1325375252
1928	0.1325306076
1929	0.1325152578
1930	0.1324985122
1931	0.1324790057
1932	0.1324686054
1933	0.1324432025
1934	0.1324203339
1935	0.1324138237
1936	0.1323994258
1937	0.1323942099
1938	0.1323930701
1939	0.1323771001
1940	0.1323590917
1941	0.1323521526
1942	0.1323445003
1943	0.1323383187
1944	0.1323204733
1945	0.1323120767
1946	0.1322941727
1947	0.1322882073
1948	0.1322788197
1949	0.1322626691
1950	0.1322555558
1951	0.1322432083
1952	0.132233187
1953	0.1322285734
1954	0.1322192425
1955	0.1322096999
1956	0.1322060836
1957	0.1321999831
1958	0.1321867669
1959	0.1321702929
1960	0.132160671
1961	0.1321527915
1962	0.1321443976
1963	0.1321310876
1964	0.1321112676
1965	0.1320986013
1966	0.1320871412
1967	0.1320708666
1968	0.1320598129
1969	0.1320458972
1970	0.1320334386
1971	0.1320235027
1972	0.1320074886
1973	0.1319964615
1974	0.1319928216
1975	0.1319863277
1976	0.1319773352
1977	0.131972955
1978	0.131924684
1979	0.131911408
1980	0.1318955481
1981	0.131881818
1982	0.1318564495
1983	0.1318479778
1984	0.131843553
1985	0.1318380367
1986	0.1318295281
1987	0.1318168832
1988	0.1318043711
1989	0.1317996189
1990	0.131786807
1991	0.1317744798
1992	0.131757669
1993	0.1317498427
1994	0.1317322237
1995	0.1317254205
1996	0.1317082523
1997	0.1317015954
1998	0.1316858084
1999	0.1316766773
2631
1998	0.1330204893
1999	0.1330118633
881
