iter	MAE
232	0.2004884472
233	0.2003625642
234	0.2002772063
235	0.2001534975
236	0.200048754
237	0.1998152871
238	0.1996438954
239	0.1994831713
240	0.1993633508
241	0.1992057175
242	0.1990688
243	0.1989707296
244	0.1987148977
245	0.1985746161
246	0.1984375803
247	0.1983083442
248	0.1981816049
249	0.198048753
250	0.1978726938
251	0.1977123292
252	0.1975749862
253	0.1974642919
254	0.1972812144
255	0.1971549169
256	0.1969565756
257	0.196777123
258	0.1966392039
259	0.1965356827
260	0.196377765
261	0.1962521987
262	0.1961612769
263	0.1960859069
264	0.1959235692
265	0.1957240198
266	0.1955961469
267	0.1955157865
268	0.1953842702
269	0.1952674227
270	0.1951686789
271	0.1950071732
272	0.1948934055
273	0.1947552926
274	0.1946194392
275	0.1944752075
276	0.1943665811
277	0.1942706907
278	0.1941732173
279	0.1940518987
280	0.1939339536
281	0.1937935013
282	0.1936458051
283	0.1935046586
284	0.1934311385
285	0.193247204
286	0.1931288864
287	0.1930265381
288	0.1929372204
289	0.1927767693
290	0.1926615337
291	0.1925180882
292	0.1924032655
293	0.192267514
294	0.192114901
295	0.1920365148
296	0.1919572749
297	0.1918566437
298	0.1917641572
299	0.1916603503
300	0.191548686
301	0.1914437714
302	0.1912720826
303	0.1911924432
304	0.1910514427
305	0.1909244278
306	0.1908089888
307	0.1907222139
308	0.1906206319
309	0.1905201625
310	0.1903864466
311	0.190283287
312	0.1901377569
313	0.1900488314
314	0.1899679827
315	0.1898760581
316	0.1898113875
317	0.1896640244
318	0.1895094776
319	0.1894200191
320	0.189369871
321	0.1892403638
322	0.1891836489
323	0.1890952066
324	0.189031082
325	0.1889284086
326	0.1887991566
327	0.1887494496
328	0.1886568792
329	0.1885734339
330	0.1884712232
331	0.1884123487
332	0.1883046723
333	0.1881887313
334	0.1880838312
335	0.1880052005
336	0.1879532427
337	0.1878560625
338	0.1877654601
339	0.1876800711
340	0.187562054
341	0.1874688969
342	0.1873862081
343	0.1872878396
344	0.1871798371
345	0.1870776041
346	0.1869840908
347	0.1868487191
348	0.1867431853
349	0.1866291491
350	0.1865432508
351	0.1864802541
352	0.1863563852
353	0.1862955445
354	0.1862340045
355	0.1861697045
356	0.1860832618
357	0.1859687942
358	0.1858974266
359	0.1857866281
360	0.18574334
361	0.185638136
362	0.185500135
363	0.1853691846
364	0.1852967226
365	0.185214131
366	0.1851008672
367	0.1849978013
368	0.1849391519
369	0.1848743477
370	0.184843137
371	0.1847630698
372	0.1846991239
373	0.1846179392
374	0.1845739092
375	0.1845024137
376	0.1844434258
377	0.1844071107
378	0.1843180346
379	0.184232272
380	0.184165861
381	0.1840713799
382	0.1839358518
383	0.1838826711
384	0.1837683934
385	0.1836359665
386	0.1835684551
387	0.1835021605
388	0.1834324562
389	0.1833275609
390	0.1831949103
391	0.1830855682
392	0.1830217243
393	0.1829203425
394	0.1827914039
395	0.1827020913
396	0.1826079077
397	0.1825526992
398	0.1824080238
399	0.1823524449
400	0.1822786581
401	0.1821814668
402	0.1821123792
403	0.1819972922
404	0.1819290605
405	0.1818799936
406	0.1818195139
407	0.1817425611
408	0.1816660198
409	0.1815955887
410	0.1815274184
411	0.1814264748
412	0.1813687219
413	0.1812950335
414	0.1812335738
415	0.1811818719
416	0.181132635
417	0.181051668
418	0.1809962318
419	0.1809258141
420	0.180824569
421	0.1807523087
422	0.1806775062
423	0.1806300723
424	0.18058246
425	0.1804972632
426	0.1804189796
427	0.1803480987
428	0.1802432641
429	0.1801791246
430	0.1801189667
431	0.1800062302
432	0.1799546419
433	0.1799088575
434	0.1798482356
435	0.1797420976
436	0.1796921163
437	0.1796176974
438	0.1795330644
439	0.1794543028
440	0.1793700848
441	0.1792649543
442	0.1791379687
443	0.1790698706
444	0.1790273156
445	0.1789767913
446	0.1789057004
447	0.1787724193
448	0.1787089471
449	0.1786504411
450	0.1786016736
451	0.1785266408
452	0.1784509477
453	0.1783817235
454	0.1783199659
455	0.1782883005
456	0.178251813
457	0.1782106075
458	0.1780846618
459	0.1780244748
460	0.1779035772
461	0.1778330387
462	0.1777569742
463	0.1776835235
464	0.1776297414
465	0.1775530143
466	0.1775052797
467	0.1774460525
468	0.1773882212
469	0.1773296813
470	0.1772548169
471	0.1771596009
472	0.1770902136
473	0.1770139925
474	0.1769625204
475	0.1767873029
476	0.1767552935
477	0.176662524
478	0.1766187624
479	0.1764683015
480	0.1764459261
481	0.1763343464
482	0.1762405739
483	0.1761593881
484	0.1760845189
485	0.1759918964
486	0.1758868588
487	0.175797314
488	0.1757372038
489	0.1756920048
490	0.1756229185
491	0.1755518047
492	0.175511762
493	0.1754291739
494	0.1753375717
495	0.1752735756
496	0.1752018181
497	0.1751072735
498	0.1750376111
499	0.1749991204
500	0.1749426196
501	0.1748536752
502	0.1747132233
503	0.1745970117
504	0.1745026848
505	0.1744477985
506	0.1743607326
507	0.1742355108
508	0.1741656879
509	0.1740710229
510	0.1739715205
511	0.1738998292
512	0.1738183814
513	0.1737767284
514	0.1736572573
515	0.1736003377
516	0.1735362127
517	0.1734478133
518	0.1733979291
519	0.1733051099
520	0.1732122773
521	0.173099337
522	0.1730563581
523	0.1729931404
524	0.1729172818
525	0.17283796
526	0.1727542518
527	0.1727126078
528	0.1726683523
529	0.1726097547
530	0.1725233022
531	0.1724504742
532	0.1724172555
533	0.1723598564
534	0.1722927464
535	0.1722589876
536	0.1721801022
537	0.172083244
538	0.1720224195
539	0.1719879383
540	0.1719017096
541	0.1717947964
542	0.1717345934
543	0.1716651831
544	0.1715954088
545	0.1715190002
546	0.1714258227
547	0.1713413315
548	0.1713007524
549	0.171235344
550	0.1711709014
551	0.171130775
552	0.1710878603
553	0.1710139329
554	0.1709507108
555	0.1708409001
556	0.170784239
557	0.1707336258
558	0.1706471185
559	0.1705724848
560	0.1705304437
561	0.1704854055
562	0.1704265064
563	0.1703444555
564	0.1702708082
565	0.1701975799
566	0.170122094
567	0.1700873849
568	0.1700353896
569	0.1699652574
570	0.1699228549
571	0.1698840498
572	0.1698060015
573	0.1697002817
574	0.169574322
575	0.1695169956
576	0.1694640024
577	0.1694139403
578	0.1693401036
579	0.1692989662
580	0.1692414555
581	0.1692061733
582	0.1691599718
583	0.1691081786
584	0.1690765296
585	0.1689771875
586	0.1689236835
587	0.1688574945
588	0.1687908569
589	0.1687279185
590	0.168684562
591	0.1686071011
592	0.1685639814
593	0.168482043
594	0.1684006939
595	0.168319378
596	0.1682534064
597	0.1681588059
598	0.1681016039
599	0.1680253664
600	0.1679621286
601	0.16791018
602	0.1678515558
603	0.1678006765
604	0.1677139129
605	0.1676715672
606	0.1675607265
607	0.1675188754
608	0.1674828769
609	0.1674203238
610	0.1673464174
611	0.1672745209
612	0.1672066055
613	0.1671372592
614	0.1671029251
615	0.1670604879
616	0.1669846727
617	0.1668973533
618	0.1668177954
619	0.1667790839
620	0.1667242089
621	0.1666854649
622	0.1666068265
623	0.166558805
624	0.166518395
625	0.1664839437
626	0.1664060518
627	0.1663045657
628	0.1662714208
629	0.1661997213
630	0.1661392965
631	0.166082968
632	0.1660385889
633	0.1659993712
634	0.1659136873
635	0.1658302773
636	0.1657740706
637	0.1657276703
638	0.1656188336
639	0.165569456
640	0.1655089437
641	0.1654291016
642	0.1653859032
643	0.1653184382
644	0.1652706809
645	0.1652435345
646	0.1652197332
647	0.1651611865
648	0.1651230772
649	0.1650489861
650	0.1649895659
651	0.1649401217
652	0.1648726106
653	0.1648297753
654	0.1647994758
655	0.1647356635
656	0.1646869999
657	0.1646618564
658	0.1645861928
659	0.1645196118
660	0.1644801511
661	0.1644606824
662	0.1644063165
663	0.1643544529
664	0.1643118393
665	0.164246288
666	0.1642281776
667	0.1641378705
668	0.1640771563
669	0.1640328922
670	0.1639971325
671	0.1639781948
672	0.1639232104
673	0.1638673628
674	0.1637654358
675	0.1636938708
676	0.1636214469
677	0.1635781839
678	0.1635255721
679	0.1634820913
680	0.1634488594
681	0.1633968846
682	0.163358006
683	0.1632840791
684	0.163246718
685	0.1632178557
686	0.163205603
687	0.163146031
688	0.1631051235
689	0.1630585129
690	0.1630193092
691	0.1629882663
692	0.162924829
693	0.1628278286
694	0.1627817366
695	0.1627405401
696	0.1627066108
697	0.1626837912
698	0.1626399211
699	0.1626023972
700	0.1625609678
701	0.1624857718
702	0.1624616684
703	0.1624221607
704	0.1623690183
705	0.1623153911
706	0.1622741603
707	0.1622390872
708	0.1622024155
709	0.1621508554
710	0.1620927873
711	0.1620582728
712	0.1620200928
713	0.1619595735
714	0.1618923696
715	0.161866446
716	0.1618203842
717	0.1617647088
718	0.1617362243
719	0.1616979615
720	0.1616477485
721	0.161595416
722	0.1615389977
723	0.1614746401
724	0.1614142728
725	0.1613746988
726	0.1613336432
727	0.1612920159
728	0.161257516
729	0.1612100471
730	0.1611682593
731	0.1611018034
732	0.1610617652
733	0.1610092243
734	0.1609469752
735	0.1608767979
736	0.1608306807
737	0.1607781381
738	0.1607264001
739	0.1606938111
740	0.1606677705
741	0.160603366
742	0.160569327
743	0.160465231
744	0.1603755432
745	0.160318304
746	0.1602985258
747	0.1602501118
748	0.1602194497
749	0.1601821529
750	0.1601384427
751	0.1601092465
752	0.1600445122
753	0.1600151619
754	0.1599641287
755	0.1599392044
756	0.1598976807
757	0.1598406939
758	0.1597930172
759	0.159745203
760	0.1596933647
761	0.1595765975
762	0.1595362927
763	0.1595004269
764	0.1594153336
765	0.1593718149
766	0.1593230112
767	0.1592795648
768	0.1592243637
769	0.1591829744
770	0.1591548784
771	0.1590930994
772	0.159053691
773	0.1590202128
774	0.1589495201
775	0.1589056727
776	0.1588738547
777	0.1588130092
778	0.1587806888
779	0.158717633
780	0.1586709545
781	0.1586172542
782	0.1585631918
783	0.1584971987
784	0.1584635706
785	0.1584392149
786	0.15838499
787	0.1583286421
788	0.1582830601
789	0.1582498872
790	0.1582235027
791	0.1581982419
792	0.1581402978
793	0.1581032049
794	0.1580708298
795	0.1580278783
796	0.1579742445
797	0.1579269041
798	0.1578924529
799	0.1578554822
800	0.1578202064
801	0.1577842778
802	0.157761246
803	0.1577297324
804	0.1576852974
805	0.1576590959
806	0.1576355525
807	0.157582337
808	0.1575536184
809	0.1574984341
810	0.1574214628
811	0.1573885324
812	0.1573454387
813	0.1573055872
814	0.1572279713
815	0.1571996884
816	0.1571571207
817	0.1571295073
818	0.1571108593
819	0.1570624896
820	0.157010604
821	0.156980071
822	0.156946295
823	0.1569224947
824	0.156900473
825	0.1568227224
826	0.1567702618
827	0.1567261186
828	0.1566725259
829	0.1566383483
830	0.1566018178
831	0.1565387706
832	0.1564989529
833	0.1564649556
834	0.1564116925
835	0.1563698113
836	0.1563433195
837	0.1562566068
838	0.1562020431
839	0.156169698
840	0.1561340652
841	0.1560963527
842	0.1560099656
843	0.1560039588
844	0.155995235
845	0.1559513069
846	0.155901901
847	0.1558624217
848	0.1558371914
849	0.1558112106
850	0.155754187
851	0.1557220999
852	0.155698312
853	0.1556370319
854	0.1555690942
855	0.1555212474
856	0.1554485422
857	0.1554188619
858	0.1553740444
859	0.1553344883
860	0.1552939084
861	0.1552498269
862	0.1552144687
863	0.1551716431
864	0.1551320298
865	0.155072777
866	0.1550475284
867	0.1550208652
868	0.1549419302
869	0.1549070563
870	0.1548890716
871	0.1548594356
872	0.1548283042
873	0.1547755888
874	0.154762655
875	0.1547304841
876	0.1546827888
877	0.1546078723
878	0.1545811233
879	0.1545385059
880	0.1544886899
881	0.1544724701
882	0.1544302205
883	0.1543698285
884	0.1543526505
885	0.1543338335
886	0.1542969621
887	0.154258943
888	0.1542356613
889	0.1542012209
890	0.1541656398
891	0.1541304865
892	0.154082874
893	0.1540445433
894	0.1540081114
895	0.1539474951
896	0.1539039781
897	0.153893068
898	0.1538548316
899	0.1538318273
900	0.1538129586
901	0.153761891
902	0.1537327354
903	0.153675471
904	0.1536512786
905	0.1535843062
906	0.1535616625
907	0.1535194711
908	0.1534779269
909	0.1534512459
910	0.1534425488
911	0.1533949012
912	0.1533587184
913	0.1533236598
914	0.1532983466
915	0.1532761178
916	0.1532309572
917	0.1532091465
918	0.1531900278
919	0.1531715661
920	0.1531423529
921	0.1531178242
922	0.1531089531
923	0.153032118
924	0.1530174793
925	0.1529717762
926	0.1529497654
927	0.152923752
928	0.1528948412
929	0.1528771099
930	0.1528394309
931	0.1528037034
932	0.1527896478
933	0.1527354854
934	0.1527174411
935	0.1526843277
936	0.1526358792
937	0.1526007245
938	0.1525709119
939	0.1525537913
940	0.1524780334
941	0.152453806
942	0.1524181874
943	0.1523998643
944	0.1523087145
945	0.152262466
946	0.1522280609
947	0.1522101751
948	0.1521862576
949	0.1521774472
950	0.1521492367
951	0.1521231213
952	0.1520877377
953	0.1520349721
954	0.151995955
955	0.1519192579
956	0.1518877433
957	0.1518758182
958	0.1518543074
959	0.151804352
960	0.1517658096
961	0.1517467313
962	0.1516988835
963	0.1516521565
964	0.1516338976
965	0.1516024032
966	0.1515617858
967	0.1515321072
968	0.1515210885
969	0.1515031224
970	0.1514705655
971	0.1514366589
972	0.1514237237
973	0.151409185
974	0.151381209
975	0.1513580756
976	0.1513268613
977	0.1513051425
978	0.1512759161
979	0.1512401572
980	0.1512212572
981	0.151165789
982	0.1510933721
983	0.151077853
984	0.1510578242
985	0.1510184212
986	0.1509932124
987	0.150964514
988	0.1509322105
989	0.1509021254
990	0.1508819424
991	0.1508545095
992	0.1508198539
993	0.1507944861
994	0.1507519174
995	0.1507245588
996	0.1506913981
997	0.1506812383
998	0.1506605114
999	0.1506053423
1000	0.1505873303
1001	0.1505606836
1002	0.1505413649
1003	0.1505257622
1004	0.1505060278
1005	0.1504905309
1006	0.1504625497
1007	0.1504381941
1008	0.1503899964
1009	0.1503711325
1010	0.1503508598
1011	0.1503220075
1012	0.1502759655
1013	0.1502353016
1014	0.1502217841
1015	0.1502089596
1016	0.1501922164
1017	0.1501590837
1018	0.1501375679
1019	0.150114114
1020	0.1500995055
1021	0.1500863299
1022	0.1500411164
1023	0.1499882696
1024	0.1499689106
1025	0.1499403362
1026	0.149922574
1027	0.1498834626
1028	0.1498665284
1029	0.1498473599
1030	0.1498258718
1031	0.1498086171
1032	0.1497889366
1033	0.1497421055
1034	0.1497035464
1035	0.1496387681
1036	0.1496294086
1037	0.1495902392
1038	0.1495652532
1039	0.149550244
1040	0.1495369068
1041	0.1495139614
1042	0.1494808657
1043	0.1494554597
1044	0.1494249614
1045	0.1493634682
1046	0.1493445953
1047	0.149308992
1048	0.1492822075
1049	0.1492544673
1050	0.1492217874
1051	0.1492095
1052	0.1491804791
1053	0.1491680838
1054	0.149133293
1055	0.149074623
1056	0.1490463465
1057	0.14902504
1058	0.1490011859
1059	0.1489738153
1060	0.1489273949
1061	0.1488955339
1062	0.1488654147
1063	0.1488346562
1064	0.1488157514
1065	0.1487712832
1066	0.148738662
1067	0.1487117692
1068	0.1486947561
1069	0.1486667249
1070	0.1486355776
1071	0.1486212382
1072	0.148598396
1073	0.1485878711
1074	0.1485575588
1075	0.1485136726
1076	0.1484526189
1077	0.1484401228
1078	0.1484220988
1079	0.1483988339
1080	0.1483678782
1081	0.1483425603
1082	0.1483187859
1083	0.1482894256
1084	0.1482702467
1085	0.1482444778
1086	0.1482146574
1087	0.1481783636
1088	0.1481499081
1089	0.1481106546
1090	0.1480856101
1091	0.1480708001
1092	0.1480184646
1093	0.1480060727
1094	0.1479954578
1095	0.1479907477
1096	0.1479793293
1097	0.1479644087
1098	0.1479468559
1099	0.1479102052
1100	0.1478877805
1101	0.1478723058
1102	0.1478388099
1103	0.1478189671
1104	0.1477556848
1105	0.1477425875
1106	0.147706303
1107	0.1476847502
1108	0.1476544328
1109	0.1476131739
1110	0.1475896657
1111	0.1475781656
1112	0.1475288972
1113	0.1475166918
1114	0.1474743984
1115	0.147433658
1116	0.1474088942
1117	0.1473849367
1118	0.1473622553
1119	0.1473304447
1120	0.1473042615
1121	0.1472808073
1122	0.147250852
1123	0.1472324189
1124	0.1472050487
1125	0.1471904129
1126	0.147163197
1127	0.1471374379
1128	0.1471048472
1129	0.1470836747
1130	0.1470661024
1131	0.1470503507
1132	0.1470180166
1133	0.1469856109
1134	0.1469711948
1135	0.1469326922
1136	0.1469149599
1137	0.1468864986
1138	0.1468617351
1139	0.1468376385
1140	0.1468241398
1141	0.1468063669
1142	0.1467566965
1143	0.1467356223
1144	0.1467141106
1145	0.1466680095
1146	0.1466331652
1147	0.1466148993
1148	0.1465501696
1149	0.1465031062
1150	0.1464868241
1151	0.1464521548
1152	0.1464236352
1153	0.1464031689
1154	0.1463859304
1155	0.1463721968
1156	0.1463477814
1157	0.1463155186
1158	0.1463037653
1159	0.1462866506
1160	0.1462528903
1161	0.1462284021
1162	0.1462163611
1163	0.1461794317
1164	0.1461425564
1165	0.1461078075
1166	0.1460744826
1167	0.1460640786
1168	0.1460486844
1169	0.1460239625
1170	0.1459853108
1171	0.1459675464
1172	0.1459461606
1173	0.1459128567
1174	0.1458919296
1175	0.1458707595
1176	0.1458500397
1177	0.145808963
1178	0.145786911
1179	0.1457484409
1180	0.1457303952
1181	0.1456947684
1182	0.145658011
1183	0.1456448872
1184	0.1456272331
1185	0.1455956739
1186	0.145551331
1187	0.14553873
1188	0.1455160341
1189	0.1454733133
1190	0.1454564976
1191	0.1454382944
1192	0.1454237029
1193	0.1453991743
1194	0.1453805991
1195	0.145365844
1196	0.1453450371
1197	0.1453219292
1198	0.1452938789
1199	0.1452371654
1200	0.1452030256
1201	0.1451633462
1202	0.1451562826
1203	0.1451370982
1204	0.1450939735
1205	0.145074433
1206	0.1450665907
1207	0.1450504488
1208	0.1450294585
1209	0.1450161827
1210	0.1449972948
1211	0.1449541312
1212	0.144934305
1213	0.1449188426
1214	0.1448957809
1215	0.1448822786
1216	0.1448277882
1217	0.144794862
1218	0.1447827932
1219	0.1447764025
1220	0.1447657134
1221	0.1447604817
1222	0.1447232668
1223	0.1446678917
1224	0.1446491599
1225	0.1446249955
1226	0.1446023338
1227	0.1445893876
1228	0.1445670483
1229	0.1445429339
1230	0.1445204572
1231	0.1445074729
1232	0.1444845413
1233	0.1444735962
1234	0.1444584963
1235	0.1444422151
1236	0.1443952788
1237	0.1443536806
1238	0.144342626
1239	0.1443203298
1240	0.144305617
1241	0.1442909851
1242	0.1442747336
1243	0.1442654512
1244	0.1442376593
1245	0.1442167349
1246	0.1441841042
1247	0.1441695567
1248	0.1441503981
1249	0.1441293307
1250	0.1441029731
1251	0.1440982843
1252	0.144068048
1253	0.1440558753
1254	0.1440492316
1255	0.1440396609
1256	0.1440242581
1257	0.1440055517
1258	0.1439961391
1259	0.143972274
1260	0.1439301295
1261	0.1438718676
1262	0.1438534765
1263	0.1438130457
1264	0.1437945823
1265	0.1437824452
1266	0.143747413
1267	0.1437257859
1268	0.1436808548
1269	0.1436674473
1270	0.1436516133
1271	0.14360978
1272	0.1435756615
1273	0.1435641866
1274	0.1435307298
1275	0.1435005147
1276	0.1434931328
1277	0.1434744152
1278	0.1434571716
1279	0.1434397232
1280	0.1434139208
1281	0.1433926812
1282	0.1433586228
1283	0.1433179443
1284	0.1432752385
1285	0.1432507142
1286	0.1432305667
1287	0.1431866705
1288	0.1431743676
1289	0.1431543267
1290	0.1431284348
1291	0.1431053965
1292	0.1430889773
1293	0.1430654853
1294	0.1430229563
1295	0.1430024612
1296	0.1429925543
1297	0.1429819932
1298	0.1429715424
1299	0.1429616153
1300	0.1429475143
1301	0.1429237172
1302	0.1428664856
1303	0.1428525469
1304	0.1428375073
1305	0.1428047267
1306	0.1427945654
1307	0.1427796991
1308	0.1427520076
1309	0.1427287965
1310	0.1427175678
1311	0.1427011984
1312	0.142671672
1313	0.1426623011
1314	0.1426467912
1315	0.1426365867
1316	0.1426251906
1317	0.142608228
1318	0.142592107
1319	0.1425721652
1320	0.1425298259
1321	0.1425045616
1322	0.1424778836
1323	0.1424665732
1324	0.1424402981
1325	0.1424174461
1326	0.1423762134
1327	0.1423632903
1328	0.142348569
1329	0.1423309449
1330	0.1422888362
1331	0.1422778868
1332	0.1422539269
1333	0.1421999028
1334	0.1421680477
1335	0.1421601065
1336	0.1421304928
1337	0.1421201901
1338	0.1420967784
1339	0.1420699206
1340	0.1420372876
1341	0.1420124441
1342	0.1420048078
1343	0.1419888326
1344	0.1419779725
1345	0.1419615807
1346	0.1419315289
1347	0.1419079953
1348	0.1418904275
1349	0.1418613102
1350	0.1418431899
1351	0.14180916
1352	0.1418062608
1353	0.141792881
1354	0.1417824941
1355	0.1417652064
1356	0.1417345158
1357	0.1417165902
1358	0.1416843144
1359	0.1416623151
1360	0.141644254
1361	0.1416324064
1362	0.1416130786
1363	0.141597954
1364	0.1415763939
1365	0.1415576684
1366	0.1415487142
1367	0.1415293044
1368	0.1415146444
1369	0.1414916169
1370	0.1414631504
1371	0.1414458252
1372	0.1414334372
1373	0.141409343
1374	0.1414004352
1375	0.1413839002
1376	0.1413678836
1377	0.1413532117
1378	0.141333969
1379	0.1413091349
1380	0.1413023402
1381	0.1412781097
1382	0.1412609578
1383	0.1412236075
1384	0.1412067455
1385	0.141170642
1386	0.1411545521
1387	0.141144206
1388	0.1411340296
1389	0.1411032285
1390	0.1410817845
1391	0.1410545021
1392	0.1410257767
1393	0.1410148395
1394	0.1409904678
1395	0.1409734841
1396	0.1409483008
1397	0.1409126559
1398	0.1409026068
1399	0.1408911073
1400	0.1408822541
1401	0.1408786876
1402	0.1408714748
1403	0.1408633598
1404	0.1408401058
1405	0.1408194392
1406	0.1407859001
1407	0.1407740866
1408	0.140752273
1409	0.1407315747
1410	0.14070783
1411	0.14069145
1412	0.1406594731
1413	0.140634731
1414	0.1406263851
1415	0.1406099305
1416	0.1405853802
1417	0.1405644336
1418	0.1405520975
1419	0.1405329572
1420	0.1405120131
1421	0.1404913351
1422	0.1404626826
1423	0.1404435375
1424	0.1403948734
1425	0.1403782697
1426	0.1403611756
1427	0.1403517723
1428	0.1403427711
1429	0.1403270677
1430	0.1403105949
1431	0.1402818372
1432	0.1402611316
1433	0.1402323941
1434	0.1402198472
1435	0.1401932313
1436	0.1401785858
1437	0.1401669609
1438	0.1401621286
1439	0.1401495779
1440	0.140136937
1441	0.14008934
1442	0.1400847602
1443	0.1400659178
1444	0.1400406013
1445	0.1400278916
1446	0.1400133019
1447	0.1399492642
1448	0.1399285587
1449	0.1399103588
1450	0.1398943225
1451	0.1398496931
1452	0.1398254844
1453	0.1397974733
1454	0.1397734585
1455	0.1397609192
1456	0.1397520577
1457	0.1397242325
1458	0.1397046685
1459	0.139678852
1460	0.139657953
1461	0.1396357579
1462	0.1396170862
1463	0.1395960228
1464	0.1395761162
1465	0.139556908
1466	0.1395335547
1467	0.1395197246
1468	0.1394996622
1469	0.1394909755
1470	0.1394775944
1471	0.1394589301
1472	0.1394416504
1473	0.1394047576
1474	0.1393808884
1475	0.1393694308
1476	0.1393527587
1477	0.1393364098
1478	0.1392931514
1479	0.1392801447
1480	0.1392692285
1481	0.1392577073
1482	0.1392391957
1483	0.139218996
1484	0.1392015386
1485	0.1391937454
1486	0.1391746263
1487	0.1391591715
1488	0.1391470611
1489	0.1391375665
1490	0.1391254291
1491	0.1391150273
1492	0.1390981419
1493	0.1390735549
1494	0.1390426873
1495	0.1390334107
1496	0.1390279047
1497	0.1390138485
1498	0.1389829428
1499	0.1389751437
1500	0.138959638
1501	0.1389325376
1502	0.138922834
1503	0.1389043305
1504	0.1388872486
1505	0.1388637279
1506	0.1388417402
1507	0.1388280828
1508	0.1388200583
1509	0.1387833928
1510	0.1387608218
1511	0.1387482049
1512	0.1387284145
1513	0.1387122606
1514	0.1386914719
